Date,BAJAJFINSV,ASIANPAINT,BAJFINANCE,ONGC,BHARTIARTL,SBILIFE,ICICIBANK,AXISBANK,TITAN,EICHERMOT,NESTLEIND,BRITANNIA,TCS,GRASIM,KOTAKBANK,INFY,HDFCLIFE,BPCL,HEROMOTOCO,MARUTI,UPL,BAJAJ,COALINDIA,CIPLA,RELIANCE,DIVISLAB,WIPRO,TATASTEEL,TECHM,HINDUNILVR,LTIM,APOLLOHOSP,SBIN,HDFCBANK,SUNPHARMA,ULTRACEMCO,HINDALCO,NTPC,TATAMOTORS,HCLTECH,TATACONSUM,M&M,ITC,POWERGRID,INDUSINDBK,ADANIENT,ADANIPORTS,JSWSTEEL,DRREDDY,LT
06-Dec-2022,1630.0,3125.0,6674.4,142.85,844.9,1286.0,925.0,897.5,2619.8,3335.0,19741.0,4398.9,3400.05,1814.0,1920.55,1625.0,588.0,339.9,2822.0,8777.2,801.9,3652.0,232.0,1115.0,2665.1,3360.0,410.5,115.35,1089.0,2606.8,4951.0,4770.35,614.75,1601.0,1039.4,7185.05,477.5,175.6,428.8,1121.6,800.0,1248.5,334.1,221.55,1198.95,3920.0,893.8,754.95,4460.1,2081.0
05-Dec-2022,1650.0,3130.0,6674.55,141.5,851.0,1298.1,937.0,907.0,2629.0,3328.1,19759.8,4422.85,3433.0,1827.8,1942.0,1638.0,591.9,340.9,2810.0,8844.0,787.5,3672.0,226.6,1114.35,2712.0,3394.95,413.25,113.3,1120.0,2600.0,5080.0,4885.0,608.5,1609.95,1042.15,7260.0,466.15,173.05,435.5,1133.25,795.55,1269.45,337.65,219.7,1182.0,3928.9,891.6,746.45,4529.9,2095.95
02-Dec-2022,1632.2,3173.15,6730.2,141.85,851.4,1292.0,928.25,898.3,2648.0,3435.0,20049.5,4400.0,3458.1,1796.8,1917.1,1656.0,594.95,339.5,2865.0,8820.0,780.1,3707.0,226.1,1124.9,2730.0,3395.0,413.8,110.8,1101.5,2660.0,5024.0,4771.0,607.5,1610.0,1048.3,7275.0,463.3,172.4,439.0,1136.4,810.0,1286.45,339.35,218.55,1169.65,3905.0,894.0,746.65,4484.95,2096.1
01-Dec-2022,1634.8,3191.0,6754.6,141.45,853.0,1290.0,956.0,909.5,2662.0,3489.6,20190.0,4364.55,3425.0,1770.0,1955.0,1656.2,590.6,342.0,2855.0,9019.05,780.0,3744.05,228.4,1145.0,2741.8,3409.9,412.85,108.7,1091.4,2680.0,4911.0,4765.0,607.85,1622.0,1055.0,7100.0,455.0,173.5,443.0,1130.0,821.9,1315.0,341.7,224.0,1175.0,3937.5,884.75,747.15,4509.6,2085.25
30-Nov-2022,1634.2,3139.9,6735.0,139.6,834.8,1258.35,948.05,895.0,2613.75,3419.8,20121.2,4297.95,3383.0,1725.2,1939.0,1619.95,586.2,339.05,2831.95,8924.0,777.9,3674.95,227.2,1121.15,2712.5,3377.7,406.9,106.1,1074.75,2634.0,4912.0,4719.2,608.5,1597.1,1053.0,6948.0,438.75,170.1,435.0,1127.0,805.05,1262.1,341.25,219.35,1180.0,3897.8,878.9,734.1,4470.0,2053.0
29-Nov-2022,1649.0,3157.0,6775.0,140.05,839.0,1253.5,933.55,894.4,2597.15,3450.4,19750.0,4225.0,3383.0,1720.0,1931.6,1621.2,583.5,341.5,2783.15,8985.0,782.0,3680.35,230.2,1106.0,2703.95,3377.65,403.0,105.0,1076.1,2527.2,4934.75,4725.0,607.1,1597.25,1035.0,6900.0,433.0,171.0,432.5,1118.8,804.95,1256.0,340.0,221.3,1192.0,3885.0,878.0,714.5,4405.1,2070.0
28-Nov-2022,1630.0,3108.15,6729.0,139.5,840.25,1230.0,924.0,887.7,2584.4,3413.7,19525.0,4168.85,3366.0,1723.25,1916.0,1628.0,584.7,327.0,2719.95,9028.0,777.0,3630.2,230.55,1100.0,2608.9,3352.0,402.8,106.0,1075.0,2527.0,4930.0,4761.0,605.6,1602.9,1033.0,6874.0,435.0,170.0,435.0,1125.0,789.0,1258.9,340.0,219.15,1180.0,3899.4,876.0,718.5,4414.75,2064.35
25-Nov-2022,1634.0,3115.3,6770.0,139.0,852.0,1248.2,940.3,883.0,2620.0,3394.25,19800.0,4212.0,3383.0,1730.0,1949.0,1631.4,575.0,321.0,2673.0,9000.0,778.05,3632.25,229.65,1093.05,2589.0,3294.0,399.0,105.6,1070.0,2555.0,4965.0,4815.0,610.55,1629.7,1037.95,6904.0,438.0,170.25,425.0,1135.2,798.75,1258.0,341.0,220.75,1180.0,3929.0,877.0,722.0,4423.85,2061.0
24-Nov-2022,1639.0,3117.95,6813.95,136.5,846.0,1230.0,927.55,878.0,2611.0,3397.85,19625.0,4172.0,3316.25,1709.9,1954.5,1589.0,551.9,311.45,2665.0,8968.9,772.35,3617.2,230.75,1113.55,2566.0,3316.0,389.9,105.85,1049.3,2517.0,4767.95,4630.0,609.75,1605.95,1020.65,6844.9,435.55,168.7,424.5,1106.0,787.85,1241.9,339.8,215.4,1180.0,3910.0,873.9,722.0,4427.7,2030.5
23-Nov-2022,1651.6,3111.0,6718.5,135.55,851.85,1234.95,927.0,873.9,2614.95,3391.95,19700.0,4160.0,3330.0,1704.9,1950.5,1588.9,542.65,306.1,2691.0,8940.0,772.95,3622.2,230.0,1108.9,2575.0,3322.15,390.75,105.7,1055.95,2521.0,4781.5,4482.3,601.55,1605.0,1015.2,6877.2,434.5,167.85,426.85,1108.95,773.1,1234.6,342.0,218.25,1176.0,4050.0,885.45,710.1,4380.0,2038.95
22-Nov-2022,1635.05,3104.0,6680.25,134.95,853.4,1232.7,923.75,874.95,2580.0,3380.45,19761.7,4133.95,3280.0,1687.8,1953.85,1569.0,533.8,310.25,2669.8,8875.0,760.0,3636.0,228.55,1107.45,2545.0,3282.3,389.0,104.4,1042.6,2505.9,4755.0,4420.95,598.15,1600.0,1006.15,6755.1,432.75,165.25,421.0,1091.1,771.0,1220.65,337.0,218.5,1143.0,4001.85,871.6,696.5,4371.6,2021.55
21-Nov-2022,1654.4,3105.0,6747.0,136.0,837.0,1230.1,914.05,860.0,2552.0,3390.45,19852.0,4118.0,3322.5,1699.45,1954.55,1582.1,531.5,305.65,2715.0,8825.0,765.0,3615.0,229.0,1104.95,2588.0,3275.55,393.85,107.7,1055.1,2483.7,4899.0,4403.95,602.1,1607.65,1003.0,6809.8,439.8,165.0,425.6,1098.9,774.3,1218.0,339.1,217.5,1119.55,4019.95,885.0,720.0,4380.0,2019.0
18-Nov-2022,1668.0,3095.0,6909.9,143.15,849.95,1254.35,919.8,859.3,2580.0,3449.9,19995.0,4138.0,3350.0,1714.0,1960.95,1591.7,533.0,306.75,2735.0,9010.0,776.0,3694.15,232.45,1124.0,2606.75,3306.45,397.85,105.85,1060.0,2470.0,4934.95,4430.0,601.0,1621.0,1015.25,6900.0,440.5,168.55,424.0,1098.05,789.35,1250.05,343.7,218.35,1151.35,4028.35,892.05,710.0,4423.75,2039.0
17-Nov-2022,1685.6,3092.0,6870.0,141.95,841.8,1255.5,913.0,855.4,2638.0,3500.0,20130.0,4120.0,3340.0,1723.9,1963.8,1597.2,528.55,307.0,2741.0,9101.0,767.5,3749.0,234.75,1125.0,2584.95,3299.0,397.9,105.9,1060.0,2479.95,5028.0,4490.0,599.1,1618.1,1023.3,6933.0,443.45,169.95,422.0,1095.1,766.0,1280.2,344.1,216.9,1141.45,3970.0,886.0,705.0,4480.95,2002.0
16-Nov-2022,1713.7,3079.3,7011.0,142.8,837.5,1260.0,912.55,858.0,2659.0,3515.05,19992.15,4126.75,3338.9,1736.0,1914.0,1597.15,527.1,308.9,2730.55,9160.0,770.45,3757.0,233.35,1120.95,2610.0,3327.0,399.0,108.45,1066.0,2463.55,5140.0,4605.0,599.95,1618.65,1007.1,6986.95,455.55,172.1,436.95,1107.5,772.75,1288.95,345.7,215.95,1151.0,4057.3,915.0,720.5,4433.65,1986.0
15-Nov-2022,1723.4,3068.5,7035.15,140.0,822.65,1248.6,900.55,851.25,2642.95,3520.0,20164.0,4124.5,3321.0,1748.5,1925.0,1577.85,539.8,307.8,2694.5,9190.0,774.05,3726.05,234.4,1134.95,2622.3,3280.0,398.05,109.0,1065.0,2457.8,5210.0,4560.0,594.3,1623.15,1022.0,6880.0,456.0,172.3,434.9,1093.5,767.75,1284.55,348.95,210.0,1157.85,4025.05,898.9,720.4,4367.2,2003.0
14-Nov-2022,1724.0,3056.0,7054.9,140.6,818.0,1251.0,905.0,850.5,2658.0,3537.25,20323.0,4100.0,3324.0,1711.0,1902.85,1575.15,545.0,309.5,2670.5,9100.0,771.75,3746.3,254.55,1124.5,2630.75,3287.8,402.65,108.5,1062.0,2506.8,5096.0,4430.0,603.95,1612.0,1018.65,6845.0,435.0,172.35,424.0,1095.0,773.35,1304.0,356.35,210.95,1145.7,3999.0,895.0,722.6,4400.0,2013.05
11-Nov-2022,1740.0,3090.7,7149.0,140.6,830.75,1251.0,925.9,847.0,2671.0,3730.0,20276.2,4155.35,3269.6,1713.1,1933.0,1546.65,535.0,307.05,2726.1,9200.0,760.0,3743.25,258.8,1130.0,2600.0,3315.0,398.5,106.25,1049.0,2545.0,4972.0,4386.0,617.25,1545.0,1015.75,6839.95,420.35,173.0,420.0,1071.0,772.55,1305.1,360.0,216.0,1140.0,4040.0,905.0,706.0,4572.2,2003.6
10-Nov-2022,1745.0,3086.0,7158.0,137.5,819.8,1268.1,907.55,843.7,2710.0,3739.4,20299.6,4152.6,3170.0,1740.0,1895.0,1485.0,531.75,306.0,2651.45,9201.0,754.95,3739.55,257.95,1130.0,2590.0,3298.75,388.8,105.2,1015.0,2504.0,4788.45,4374.5,613.1,1497.1,1010.0,6895.0,415.3,173.5,420.5,1050.0,770.0,1339.0,359.0,216.0,1143.0,3995.0,894.0,699.8,4539.95,1995.0
09-Nov-2022,1797.7,3146.0,7235.0,138.95,824.2,1290.0,920.0,875.05,2769.0,3791.95,20615.45,4140.0,3249.8,1793.95,1898.0,1529.0,536.75,311.1,2630.0,9480.35,755.8,3790.0,255.5,1141.1,2610.3,3419.0,394.05,107.25,1047.0,2510.0,4850.2,4347.0,621.0,1515.05,1020.05,7000.0,430.1,177.75,439.2,1060.9,778.5,1364.85,353.5,231.0,1156.0,3977.0,859.5,716.0,4540.0,2025.05
07-Nov-2022,1813.2,3186.0,7248.1,138.55,817.0,1271.95,910.25,876.25,2772.0,3680.2,20451.5,3930.05,3229.0,1771.0,1908.0,1521.4,540.0,302.5,2599.0,9277.0,742.55,3790.0,247.3,1146.1,2591.0,3749.0,393.0,105.9,1058.95,2531.1,4830.95,4384.45,613.0,1510.0,1045.0,6925.0,432.0,177.85,428.25,1048.1,768.15,1345.0,355.0,227.3,1158.0,3852.45,867.2,705.3,4531.0,2021.4
04-Nov-2022,1722.9,3148.0,7121.6,136.4,815.7,1280.0,906.3,869.0,2774.9,3695.0,20423.45,3748.05,3217.0,1751.0,1906.0,1520.45,545.4,305.55,2621.0,9257.9,730.0,3779.45,246.7,1167.85,2553.9,3781.45,388.5,102.5,1053.0,2544.95,4815.0,4410.0,586.0,1503.2,1045.3,6759.0,412.45,179.05,418.2,1045.15,761.0,1338.0,354.0,228.0,1153.75,3642.0,837.0,683.2,4590.05,2010.0
03-Nov-2022,1697.9,3105.0,7105.0,136.4,809.75,1263.0,901.05,857.9,2705.0,3698.0,20222.9,3707.0,3228.05,1750.1,1904.8,1538.75,540.4,305.2,2639.0,9210.0,716.9,3754.0,244.0,1152.2,2529.85,3785.0,389.75,100.75,1070.0,2515.7,4797.9,4370.0,569.0,1497.7,1045.0,6730.05,415.0,179.35,419.4,1034.0,768.05,1340.0,354.0,233.0,1133.45,3550.0,825.0,678.7,4555.65,2006.0
02-Nov-2022,1705.0,3158.0,7207.0,135.85,830.0,1275.1,920.6,875.0,2745.0,3849.8,20590.0,3788.0,3270.0,1761.3,1918.75,1572.0,545.85,304.5,2649.95,9445.0,720.6,3746.0,245.65,1173.55,2532.3,3836.45,392.85,101.0,1071.0,2564.0,4845.0,4512.0,575.9,1517.0,1038.8,6825.05,414.75,181.9,423.05,1064.95,776.0,1354.05,348.5,235.15,1146.0,3580.0,850.0,685.0,4545.05,2036.5
01-Nov-2022,1692.0,3110.5,7196.95,134.1,828.0,1265.95,921.0,904.0,2770.15,3889.65,20399.55,3780.0,3214.5,1728.2,1908.0,1553.05,543.05,303.65,2690.25,9635.0,737.8,3686.55,247.0,1167.5,2600.0,3626.0,388.0,98.55,1069.0,2569.0,4735.05,4577.0,576.35,1503.5,1021.95,6743.95,406.0,174.0,414.9,1049.0,773.0,1361.0,349.25,230.65,1146.5,3361.9,827.7,670.0,4435.25,2032.0
31-Oct-2022,1665.0,3082.0,7094.0,134.4,823.0,1259.1,912.6,908.0,2750.0,3764.5,20282.45,3788.0,3199.0,1692.65,1899.0,1530.25,532.8,304.85,2668.0,9650.0,717.5,3689.1,246.0,1161.0,2541.0,3567.45,386.55,101.9,1053.25,2545.0,4630.0,4582.1,574.95,1472.0,994.95,6478.1,405.0,169.9,414.35,1039.0,765.2,1318.25,348.0,227.95,1155.0,3339.95,824.0,672.0,4531.0,1986.0
28-Oct-2022,1639.15,3058.7,7000.0,132.1,819.0,1259.2,918.0,915.0,2708.95,3721.0,20133.25,3767.0,3150.0,1729.9,1874.0,1526.0,532.7,306.5,2623.85,9095.0,707.0,3640.45,242.0,1169.0,2465.0,3639.2,382.8,104.1,1081.0,2526.1,4676.25,4454.25,579.95,1450.0,1002.0,6442.0,412.5,170.65,408.0,1031.95,773.45,1300.65,347.55,223.8,1145.0,3322.0,824.0,676.6,4485.0,1972.0
27-Oct-2022,1671.65,3123.0,7186.0,130.75,806.5,1255.5,926.05,909.0,2700.0,3741.05,20468.5,3714.0,3160.7,1729.8,1883.7,1530.8,533.0,302.6,2598.0,9050.0,701.4,3690.6,240.95,1169.95,2458.0,3634.0,386.0,102.25,1093.3,2494.0,4771.15,4445.0,583.95,1464.5,999.0,6474.0,408.0,169.9,408.55,1031.0,774.75,1283.3,346.65,219.3,1150.0,3319.85,805.0,650.0,4460.0,1952.1
25-Oct-2022,1700.0,3134.0,7242.55,132.45,806.15,1261.6,942.05,905.7,2697.35,3677.0,20800.0,3804.0,3180.5,1696.5,1911.0,1528.1,544.35,301.7,2586.1,8820.0,709.95,3699.0,240.5,1147.0,2499.0,3616.4,386.45,101.15,1053.4,2586.0,4748.0,4437.8,572.5,1461.1,991.95,6420.0,394.4,167.45,404.35,1036.0,770.0,1270.95,349.45,218.85,1145.85,3321.95,806.7,624.2,4389.95,1915.0
24-Oct-2022,1712.85,3150.0,7310.0,133.0,800.0,1268.95,925.0,916.0,2697.0,3684.9,20355.0,3799.0,3170.1,1695.0,1902.5,1518.5,546.8,300.0,2586.0,8788.8,711.0,3715.0,240.9,1145.6,2460.0,3629.9,386.4,102.0,1051.0,2610.1,4798.95,4410.2,567.0,1454.3,986.0,6440.0,395.0,166.95,406.0,1035.0,770.0,1261.0,348.95,219.8,1160.0,3325.0,808.0,622.0,4364.8,1906.0
21-Oct-2022,1731.5,3140.0,7490.0,129.35,790.0,1228.45,888.0,860.1,2650.0,3651.15,20061.1,3793.0,3157.8,1689.95,1870.0,1500.3,539.9,298.6,2571.0,8730.0,712.7,3699.0,241.0,1136.8,2507.7,3667.0,382.5,100.85,1041.65,2606.0,4745.2,4344.15,557.25,1452.0,981.0,6315.6,397.2,167.5,397.0,1022.5,773.0,1253.1,353.2,215.35,1166.0,3374.9,824.2,630.1,4355.0,1913.7
20-Oct-2022,1687.0,3198.0,7369.95,127.0,782.0,1220.0,889.7,824.9,2640.0,3597.0,19719.0,3763.0,3105.0,1683.45,1860.0,1475.0,531.0,292.1,2536.45,8700.0,675.0,3629.35,237.0,1122.0,2485.0,3582.0,377.0,99.5,1010.0,2568.15,4694.0,4384.0,552.0,1444.0,970.0,6340.0,383.0,164.0,397.0,990.0,761.55,1241.2,347.0,212.55,1214.0,3260.0,801.0,618.6,4305.0,1898.65
19-Oct-2022,1725.0,3242.0,7417.0,128.7,787.95,1220.0,900.05,818.45,2654.35,3629.9,19387.85,3770.0,3159.0,1691.0,1869.0,1504.0,533.2,297.15,2574.0,8851.4,685.0,3629.4,242.0,1131.5,2454.5,3585.0,381.2,100.6,1024.5,2615.3,4740.7,4380.0,563.0,1464.0,975.6,6348.1,394.0,166.5,406.2,1006.5,774.45,1259.95,343.1,213.0,1227.9,3300.0,814.0,639.95,4360.05,1920.0
18-Oct-2022,1730.0,3218.0,7400.0,128.45,769.85,1195.75,896.05,820.0,2638.15,3532.3,19020.0,3796.6,3150.0,1699.65,1867.45,1510.0,526.1,298.05,2566.5,8765.05,681.45,3647.15,238.5,1113.7,2422.0,3588.0,383.7,100.3,1028.4,2620.0,4694.0,4325.0,547.1,1458.05,983.75,6305.0,391.5,168.95,401.0,1000.0,767.0,1236.15,333.95,212.95,1207.0,3249.0,791.45,634.6,4356.9,1893.1
17-Oct-2022,1684.0,3185.5,7254.95,127.0,761.0,1178.0,872.0,803.5,2613.9,3470.0,18850.0,3801.9,3072.65,1690.0,1828.05,1476.9,522.0,297.9,2524.0,8610.0,679.6,3580.0,236.35,1108.0,2355.0,3550.0,377.3,99.75,1019.0,2573.6,4689.95,4290.0,526.4,1435.0,976.3,6170.0,395.05,165.1,394.0,1005.7,761.25,1227.0,331.1,211.95,1178.0,3211.0,782.1,633.15,4305.0,1902.9
14-Oct-2022,1709.0,3235.0,7300.0,132.0,779.95,1201.0,883.8,815.55,2640.0,3544.65,18958.85,3800.1,3145.0,1699.0,1828.0,1485.0,534.4,303.0,2575.5,8760.0,674.0,3659.95,238.95,1115.1,2415.0,3545.85,387.0,101.85,1035.0,2590.0,4730.0,4301.0,530.2,1417.0,976.0,6260.0,411.25,166.25,407.0,1005.0,768.95,1267.75,332.3,218.0,1201.25,3272.0,804.0,658.0,4305.0,1900.0
13-Oct-2022,1692.95,3230.1,7220.5,131.2,775.0,1207.0,862.35,807.0,2610.0,3467.8,18790.0,3771.5,3100.75,1670.2,1805.0,1431.0,525.0,304.05,2553.0,8665.0,675.0,3616.85,232.2,1108.4,2371.4,3520.0,387.0,101.1,1018.85,2583.0,4615.0,4270.1,533.0,1402.05,956.85,6172.0,411.0,164.85,396.55,972.05,754.95,1255.0,329.95,214.95,1189.05,3218.0,807.0,652.5,4249.95,1901.0
12-Oct-2022,1681.05,3335.0,7205.0,131.1,780.3,1206.0,867.95,789.5,2630.0,3425.05,18540.0,3746.55,3084.9,1652.0,1788.0,1437.0,520.1,301.05,2550.0,8698.0,665.0,3546.4,225.55,1111.6,2352.0,3510.0,404.25,100.35,1007.8,2563.45,4608.1,4280.0,530.0,1403.2,946.0,6085.0,398.05,161.9,394.55,943.3,745.5,1235.65,327.95,210.45,1175.05,3297.0,801.0,646.0,4300.0,1880.0
11-Oct-2022,1684.4,3290.5,7307.0,133.25,797.5,1240.05,883.25,780.0,2693.0,3549.15,19205.0,3816.85,3100.0,1681.2,1809.85,1462.65,534.0,306.2,2575.0,8811.0,686.45,3635.05,230.95,1121.8,2414.0,3705.05,414.9,103.55,1034.5,2610.0,4727.0,4362.35,530.75,1401.1,950.8,6180.65,403.0,164.4,397.0,968.1,758.0,1249.25,329.0,210.0,1215.0,3257.55,814.0,669.35,4387.0,1923.8
10-Oct-2022,1675.3,3280.0,7265.0,133.0,784.95,1230.0,872.0,748.0,2710.0,3461.0,19100.0,3750.0,3010.0,1682.0,1801.1,1426.35,525.8,306.0,2599.8,8675.0,680.0,3557.35,227.0,1110.0,2405.0,3682.8,400.3,102.0,1008.1,2570.0,4570.0,4375.0,525.7,1408.0,945.95,6156.2,403.5,162.7,403.4,942.2,769.25,1234.0,330.0,207.95,1193.1,3234.0,807.5,655.65,4350.0,1905.0
07-Oct-2022,1708.0,3318.0,7385.45,132.05,792.0,1239.1,877.2,753.8,2690.0,3531.35,19275.2,3776.0,3097.4,1675.0,1810.5,1446.35,529.95,310.2,2684.9,8750.0,685.0,3580.05,233.0,1135.0,2414.65,3722.7,409.8,103.3,1029.9,2611.9,4670.0,4379.6,535.5,1430.25,953.0,6300.0,409.95,163.1,413.4,965.0,787.9,1260.0,336.8,204.0,1201.0,3280.0,821.0,671.4,4390.0,1905.0
06-Oct-2022,1718.0,3337.75,7550.0,136.5,810.55,1267.0,873.05,750.0,2598.05,3560.0,19342.1,3837.25,3111.0,1692.35,1825.0,1445.0,535.0,313.05,2654.0,8734.0,691.0,3597.5,225.0,1150.4,2429.0,3799.0,409.35,102.0,1033.45,2681.3,4615.0,4426.45,534.6,1459.95,954.7,6340.0,402.0,164.25,409.6,955.5,790.0,1268.0,335.0,208.85,1225.0,3270.0,832.9,648.4,4436.05,1882.0
04-Oct-2022,1682.0,3330.0,7335.0,134.9,813.0,1252.25,865.0,733.4,2629.0,3524.0,19250.0,3807.0,3029.95,1667.8,1808.0,1419.7,522.2,311.0,2580.0,8699.0,678.0,3550.5,218.3,1138.85,2397.8,3769.0,399.95,100.3,1022.0,2650.0,4535.0,4430.0,533.0,1429.5,955.7,6348.9,396.0,161.95,406.0,942.5,786.75,1265.0,328.7,212.1,1184.9,3230.0,804.0,633.8,4446.0,1835.3
03-Oct-2022,1686.0,3348.0,7337.0,131.7,803.4,1255.6,859.7,731.0,2625.0,3781.0,19117.5,3862.0,2995.0,1671.0,1808.0,1412.0,530.55,306.35,2538.5,8970.0,671.2,3527.75,213.0,1116.8,2391.5,3700.0,393.9,99.6,1010.0,2723.0,4457.0,4385.0,527.6,1409.95,952.95,6286.4,389.0,159.85,405.5,932.35,802.85,1269.95,332.9,213.0,1178.0,3440.0,821.0,631.0,4315.0,1852.0
30-Sep-2022,1625.75,3402.0,7081.0,125.5,765.95,1243.0,843.9,720.0,2538.0,3623.95,18950.0,3870.0,2990.85,1683.0,1768.0,1388.95,526.0,303.6,2549.0,8668.0,656.8,3486.5,213.0,1119.75,2311.0,3739.9,392.45,96.85,1001.0,2707.0,4420.0,4352.2,524.0,1378.8,933.95,6172.2,376.0,160.0,398.0,921.9,791.0,1256.95,333.05,207.0,1141.0,3447.95,822.5,621.0,4382.55,1823.95
29-Sep-2022,1671.95,3563.45,7312.5,123.5,763.95,1245.0,858.0,722.25,2594.85,3646.7,18935.2,3871.45,3054.0,1677.5,1802.0,1404.9,518.0,307.55,2600.05,8770.4,667.05,3563.0,211.8,1100.55,2360.0,3721.9,401.0,97.0,1042.85,2711.1,4550.0,4297.45,529.0,1396.3,925.1,6218.0,366.75,158.75,411.0,927.0,797.65,1255.0,329.0,208.95,1160.0,3583.5,839.0,620.5,4291.25,1844.65
28-Sep-2022,1670.0,3451.0,7179.0,123.95,755.5,1227.5,844.0,733.9,2587.5,3529.0,18655.0,3817.9,2980.0,1665.0,1790.0,1379.0,518.35,310.0,2600.0,8720.0,676.7,3525.0,211.7,1101.0,2360.35,3650.0,396.0,96.55,1016.0,2669.95,4499.0,4229.0,532.9,1406.0,894.0,6150.0,368.0,157.8,394.9,913.0,795.95,1233.1,331.95,205.2,1155.2,3528.0,835.9,629.1,4178.15,1829.7
27-Sep-2022,1688.5,3454.85,7325.0,124.35,758.85,1266.0,864.95,746.35,2669.95,3543.8,18548.05,3806.45,3009.4,1665.0,1832.2,1393.45,525.4,307.0,2735.0,8890.0,683.3,3590.0,216.0,1070.95,2394.0,3672.0,396.8,101.35,1034.95,2676.0,4433.0,4335.0,544.55,1432.4,905.25,6208.0,375.3,159.4,403.9,911.25,784.8,1242.6,335.0,205.8,1166.45,3596.0,861.0,649.4,4148.5,1856.0
26-Sep-2022,1700.0,3370.0,7437.0,127.3,769.95,1271.8,870.0,759.0,2666.0,3669.85,18495.8,3796.7,2959.85,1677.05,1836.0,1360.0,535.0,312.0,2740.0,9270.3,698.0,3668.9,221.0,1065.7,2394.05,3634.8,392.0,104.4,1029.0,2668.5,4377.0,4418.45,545.8,1425.35,917.95,6119.95,390.0,162.45,416.0,891.25,779.0,1250.0,344.85,200.0,1170.0,3646.3,909.0,659.2,4119.2,1849.0
23-Sep-2022,1772.0,3435.0,7714.8,128.25,788.0,1274.0,901.7,789.0,2737.6,3764.0,18591.0,3825.95,3004.0,1733.0,1870.1,1367.5,542.75,315.5,2790.9,9397.95,724.0,3730.0,225.0,1067.25,2485.0,3580.1,398.1,106.2,1038.0,2697.9,4411.0,4610.0,564.8,1472.35,902.6,6260.0,410.7,167.15,431.9,896.5,803.0,1305.0,347.5,218.3,1210.0,3732.0,950.0,681.5,4163.0,1890.0
22-Sep-2022,1786.8,3356.05,7670.0,130.4,791.2,1297.0,906.0,805.0,2660.0,3680.0,18649.9,3764.0,2990.0,1719.85,1905.55,1366.35,545.1,319.0,2776.65,9199.0,709.1,3720.0,229.95,1061.15,2486.0,3570.0,398.0,104.45,1050.0,2623.1,4375.0,4569.55,566.75,1502.0,899.9,6300.0,409.0,167.0,425.0,897.6,800.55,1297.0,341.0,224.0,1219.0,3639.0,933.9,681.0,4110.1,1882.0
21-Sep-2022,1800.0,3405.0,7640.0,132.2,792.15,1309.3,912.0,809.25,2688.0,3720.0,18616.0,3646.0,3028.0,1739.0,1927.0,1379.9,558.0,323.5,2785.0,9300.0,717.0,3773.85,229.85,1100.0,2496.75,3633.7,405.9,105.8,1047.2,2582.0,4385.0,4556.0,575.0,1508.0,918.55,6500.0,417.9,171.0,433.95,909.0,804.2,1308.95,336.0,233.85,1260.0,3837.65,974.0,685.2,4219.95,1921.1
20-Sep-2022,1785.0,3335.6,7569.95,131.4,786.7,1309.85,909.2,806.8,2642.2,3624.65,18810.0,3610.35,3050.0,1760.0,1944.0,1407.95,550.8,322.55,2717.95,9339.0,715.85,3726.8,231.0,1041.5,2522.45,3637.65,406.0,104.2,1054.0,2598.6,4400.0,4316.5,577.95,1514.0,877.55,6492.7,416.0,171.9,430.6,902.3,797.0,1300.0,338.75,234.0,1241.25,3819.0,974.2,683.35,4112.0,1931.0
19-Sep-2022,1738.55,3320.65,7275.0,132.1,773.5,1278.5,904.95,789.3,2611.75,3549.95,18496.25,3635.0,3036.0,1740.0,1923.1,1392.0,550.0,322.95,2698.65,9175.3,706.95,3700.0,230.95,1043.95,2499.2,3574.0,405.0,106.2,1036.0,2531.0,4388.0,4295.9,560.7,1489.0,872.4,6395.0,414.6,173.5,431.5,897.95,799.2,1259.9,329.1,235.95,1226.0,3718.95,942.9,682.0,4070.0,1921.1
16-Sep-2022,1772.2,3412.4,7385.0,131.1,788.0,1289.0,914.9,786.05,2648.0,3635.0,19008.9,3703.55,3076.0,1799.9,1926.25,1425.0,568.0,331.4,2804.3,9209.5,746.35,3800.0,233.85,1038.5,2543.75,3619.9,412.75,106.2,1065.0,2555.0,4570.0,4342.0,569.1,1503.1,878.7,6790.05,424.0,173.95,446.0,915.1,839.7,1291.25,332.35,238.4,1195.85,3755.0,970.25,685.0,4185.0,1947.0
15-Sep-2022,1815.0,3440.0,7489.95,133.6,788.0,1309.85,920.0,805.5,2714.15,3559.55,19194.0,3765.0,3130.0,1786.0,1967.5,1475.0,578.4,336.75,2855.0,9030.05,750.0,3865.0,233.1,1060.0,2583.0,3670.1,419.7,108.65,1120.3,2580.0,4630.0,4449.75,572.55,1530.0,883.0,6909.0,439.5,174.4,452.4,936.5,844.5,1305.0,336.4,233.45,1219.0,3590.0,955.0,692.1,4235.25,1959.1
14-Sep-2022,1769.0,3380.0,7272.15,132.45,776.0,1304.95,898.25,794.4,2645.0,3452.0,18871.0,3708.0,3135.0,1764.0,1892.0,1497.0,580.0,335.7,2830.0,8859.85,748.0,3815.0,230.15,1040.0,2575.0,3605.3,409.0,106.3,1112.0,2550.0,4608.0,4405.35,550.0,1494.05,884.6,6790.0,426.0,165.0,447.6,933.3,842.9,1283.95,331.0,225.0,1148.6,3518.0,941.0,685.0,4165.35,1964.65
